Dates;USGG2YR Index;ES1 Index;SX5E Index;DG FP Equity;;TTE FP Equity;;AI FP Equity;;EL FP Equity;;AIR FP Equity;;CS FP Equity;;CAP FP Equity;;SGO FP Equity;;HENKEL HB Equity;;ML FP Equity;;MC FP Equity;;ORA FP Equity;;SU FP Equity;;SAN FP Equity;;PUB FP Equity;;TE FP Equity;;NESN SW Equity;;GE US Equity;;AAPL US Equity;
Dates;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D
06/09/2018;2.633;2879;3295.95;66.1024;18.819;34.8962;18.534;70.1318;17.632;108.7012;19.268;98.2423;24.381;15.593;16.972;95.4834;20.147;30.6852;21.567;#N/A N/A;#N/A N/A;20.5036;23.197;254.28;28.473;8.9727;15.896;58.9432;21.699;57.3543;15.51;39.7585;26.58;#N/A N/A;#N/A N/A;68.2933;12.871;57.6982;26.193;53.029;23.744
07/09/2018;2.7025;2874.75;3293.36;65.9709;18.048;34.8693;18.089;70.5655;17.354;109.2498;19.085;98.7698;23.891;15.4688;17.295;95.6198;19.751;30.2616;21.826;#N/A N/A;#N/A N/A;20.6229;21.866;257.46;27.114;9.0558;16.05;56.0412;24.554;57.9099;14.896;40.2888;26.015;#N/A N/A;#N/A N/A;68.5325;12.643;57.1909;25.14;52.601;24.769
10/09/2018;2.7108;2880.25;3309.28;66.5135;17.565;34.7956;17.939;70.4654;17.009;110.2554;19.609;98.7322;23.72;15.6036;17.237;96.3469;19.546;30.4584;21.321;#N/A N/A;#N/A N/A;20.5777;21.524;258.04;26.825;9.0923;16.101;56.997;24.462;58.3225;15.085;40.476;26.617;#N/A N/A;#N/A N/A;69.3524;12.833;57.6982;27.121;51.895;25.166
11/09/2018;2.7438;2889.75;3311.66;66.5629;17.26;35.5333;16.696;70.4654;16.134;110.0726;19.558;100.5787;23.522;15.5113;17.833;97.2558;19.258;30.6296;20.665;#N/A N/A;#N/A N/A;20.4418;21.685;257.27;25.748;9.099;15.898;58.4393;23.14;58.1479;15.07;40.3824;26.657;#N/A N/A;#N/A N/A;68.857;12.603;56.868;27.221;53.207;24.715
12/09/2018;2.7481;2888.5;3326.6;66.3984;17.036;36.137;16.684;70.5655;15.992;111.1697;19.236;100.5221;23.377;15.5646;17.601;98.392;18.828;30.8135;20.396;#N/A N/A;#N/A N/A;20.376;21.951;263.44;25.219;9.099;15.614;59.4298;22.307;59.2114;14.785;40.2732;26.582;#N/A N/A;#N/A N/A;69.3866;12.712;58.1594;25.969;52.547;22.649
13/09/2018;2.7565;2905.25;3333.68;66.1847;16.658;35.9022;17.53;70.6322;14.985;110.5297;19.437;99.5235;23.488;15.6462;17.34;97.6649;18.694;30.8478;19.797;#N/A N/A;#N/A N/A;21.1169;22.31;262.94;25.168;9.0425;15.295;58.8216;21.814;60.0605;14.501;39.197;29.922;#N/A N/A;#N/A N/A;69.3012;12.437;58.6206;26.93;53.816;22.178
14/09/2018;2.7777;2906.25;3344.63;66.3655;16.216;36.1235;16.43;71.0993;14.862;110.3926;19.357;100.0511;22.805;15.7208;16.235;98.3466;18.22;30.912;19.313;#N/A N/A;#N/A N/A;21.2198;21.876;264.89;24.603;9.0657;15.104;59.5688;21.035;60.0209;15.062;39.9145;29.148;#N/A N/A;#N/A N/A;69.4207;12.166;59.0397;24.686;53.205;21.323
17/09/2018;2.7779;2891;3346.11;66.2504;16.545;36.0229;17.433;71.3329;14.869;110.9411;20.015;100.1453;23.433;15.7811;16.269;97.7103;18.779;31.1901;19.299;#N/A N/A;#N/A N/A;21.3845;21.559;261.08;25.673;9.0192;15.291;60.0553;21.684;59.6003;14.861;40.1016;29.288;#N/A N/A;#N/A N/A;69.0108;12.549;59.1328;25.672;51.788;24.63
18/09/2018;2.7988;2906.5;3358.46;67.2535;16.187;36.204;16.588;71.1994;14.878;111.8096;19.666;98.864;23.743;15.9053;16.112;99.6645;18.286;31.4596;20.139;#N/A N/A;#N/A N/A;21.3433;21.481;261.03;25.594;9.0857;14.884;59.6731;21.367;59.4415;15.067;39.8989;29.55;#N/A N/A;#N/A N/A;68.4812;12.819;58.9465;26.145;51.874;24.373
19/09/2018;2.7907;2910;3368.56;66.4478;16.352;36.251;16.041;72.0335;15.439;111.7182;19.798;100.2018;23.304;16.1822;17.107;98.7101;18.972;31.7676;19.594;#N/A N/A;#N/A N/A;21.5388;21.155;262.98;25.276;9.0292;14.766;60.1075;21.038;59.6161;14.293;39.8521;29.397;#N/A N/A;#N/A N/A;68.3275;13.133;59.8778;25.497;51.905;23.161
20/09/2018;2.8034;2934;3403.12;67.3028;16.042;36.7138;16.642;72.534;15.124;111.5811;19.847;100.296;23.021;16.3384;15.738;98.4375;19.35;32.7389;19.448;#N/A N/A;#N/A N/A;21.9608;20.262;268.19;23.71;9.0624;14.379;60.7678;20.522;59.259;14.223;39.6025;28.696;#N/A N/A;#N/A N/A;68.9766;12.911;58.0153;25.682;52.299;21.596
21/09/2018;2.7999;2943;3430.81;68.2401;15.966;36.8211;16.34;73.6017;14.937;112.4496;19.096;100.6164;22.9;16.5726;15.663;100.2099;19.081;32.987;19.2;#N/A N/A;#N/A N/A;22.1048;20.172;277.12;23.064;9.1488;13.904;61.2022;19.932;59.1241;13.968;40.2108;28.57;#N/A N/A;#N/A N/A;68.8058;12.73;56.665;26.27;51.736;21.709
24/09/2018;2.8169;2925.5;3410.44;67.0562;16.924;37.2436;18.133;73.5016;15.487;112.4039;19.232;99.8438;23.292;16.5514;17.078;100.119;19.72;32.3538;19.421;#N/A N/A;#N/A N/A;21.7446;21.13;276.98;23.449;9.1056;14.832;60.5419;20.485;58.6162;14.808;40.1796;28.142;#N/A N/A;#N/A N/A;68.1225;13.208;54.6629;31.537;52.48;21.262
25/09/2018;2.8391;2921.25;3419.78;67.5495;16.714;37.7186;18.397;73.3347;15.351;113.5923;18.765;98.9959;23.113;16.6649;16.597;100.9825;19.726;31.9131;19.561;#N/A N/A;#N/A N/A;21.3845;21.714;275.35;23.085;9.0957;14.765;60.3508;20.153;59.2114;14.696;39.9457;27.896;#N/A N/A;#N/A N/A;68.2592;12.378;52.4745;34.344;52.813;21.299
26/09/2018;2.8148;2911.5;3433.15;67.5824;16.761;37.61;17.549;75.003;16.296;115.6493;18.227;102.1991;23.683;16.8211;17.684;101.4369;19.488;31.9174;18.861;#N/A N/A;#N/A N/A;21.2507;22.208;277.21;22.595;9.1455;14.569;60.4898;19.901;59.9098;14.205;39.8989;27.475;#N/A N/A;#N/A N/A;69.0108;12.516;53.0333;35.357;52.392;21.954
27/09/2018;2.8269;2920;3449.79;67.7468;17.165;38.0103;17.428;75.737;16.213;117.9349;17.315;102.5948;24.048;16.743;17.866;99.8917;20.093;31.7505;19.094;#N/A N/A;#N/A N/A;21.2198;22.663;278.75;22.583;9.2219;14.219;60.959;19.869;61.0367;14.934;40.4292;27.134;#N/A N/A;#N/A N/A;69.3866;12.821;53.6851;33.368;53.469;22.079
28/09/2018;2.8188;2919;3399.2;67.4344;17.427;37.8882;17.069;75.6035;16.699;116.5179;17.882;101.9165;24.599;16.4342;18.715;98.5283;21.033;31.7848;19.287;#N/A N/A;#N/A N/A;21.1889;23.021;275.98;23.371;9.1289;15.367;60.2117;20.73;60.7589;15.255;40.1484;27.531;#N/A N/A;#N/A N/A;69.8819;12.629;52.5676;33.937;53.657;21.681
01/10/2018;2.8189;2930;3414.16;67.4179;18.199;38.2478;16.928;75.8371;16.893;117.7064;18.337;101.1816;25.041;16.3703;20.028;101.7551;22.719;31.2114;20.755;#N/A N/A;#N/A N/A;21.3124;22.231;278.07;23.25;9.0524;16.024;59.9337;20.91;61.5367;15.276;40.8191;28.743;#N/A N/A;#N/A N/A;70.0869;12.394;56.2925;37.06;54.018;25.028
02/10/2018;2.8108;2928.5;3388.99;66.7931;18.63;38.1324;17.456;76.2041;16.699;117.0207;18.553;99.5612;25.717;16.4129;20.46;101.346;23.346;31.0318;20.736;#N/A N/A;#N/A N/A;21.0346;22.859;272.13;24.779;9.0458;16.674;58.8216;21.462;61.0526;15.995;40.7567;28.657;#N/A N/A;#N/A N/A;70.1553;12.732;57.3635;37.316;54.498;26.421
03/10/2018;2.872;2931.5;3405.48;67.0068;18.555;38.2003;17.062;76.838;16.987;115.9693;18.465;100.8613;25.288;16.4946;20.443;102.255;23.216;31.2927;20.398;#N/A N/A;#N/A N/A;21.5491;23.003;274.31;25.919;9.1389;16.452;59.0649;21.212;61.3779;15.805;40.6788;28.241;#N/A N/A;#N/A N/A;70.719;12.673;58.1084;36.488;55.161;27.188
04/10/2018;2.868;2907.75;3375.08;66.5629;18.973;38.0442;17.653;75.4701;18.721;113.8666;18.984;99.1655;25.872;16.8069;19.287;103.0276;23.866;30.8863;20.64;#N/A N/A;#N/A N/A;21.1169;23.629;260.9;29.309;9.1256;17.029;58.6478;22.231;60.5923;16.767;40.9595;28.527;#N/A N/A;#N/A N/A;69.7111;13.996;58.9465;37.257;54.191;28.958
05/10/2018;2.885;2894;3345.51;66.4642;18.902;37.4064;18.168;74.6026;18.696;112.541;19.697;97.9785;26.227;16.8318;20.215;101.5278;24.82;30.3087;21.559;#N/A N/A;#N/A N/A;21.3639;23.803;259.31;28.79;9.0757;17.389;57.5009;22.74;60.3383;16.874;41.443;27.857;#N/A N/A;#N/A N/A;69.0449;14.183;61.3677;38.555;53.312;29.127
08/10/2018;2.885;2893.75;3309.72;65.938;19.531;36.6736;19.581;74.5025;18.325;111.7182;20.327;97.6205;28.379;16.6898;21.982;99.3464;26.17;30.1162;22.449;#N/A N/A;#N/A N/A;21.2713;24.58;255.37;29.252;9.0425;18.091;56.858;23.649;59.9415;17.752;40.9127;29.378;#N/A N/A;#N/A N/A;69.0449;14.036;63.3699;38.346;53.188;29.945
09/10/2018;2.8851;2888.25;3321.79;65.3954;19.687;37.2029;18.956;75.0697;18.594;111.8096;20.166;96.5653;28.153;16.6898;20.981;100.8007;26.282;29.453;24.067;#N/A N/A;#N/A N/A;21.3124;24.536;258.86;27.693;9.0358;18.146;56.858;23.074;59.9891;18.448;41.1935;29.703;#N/A N/A;#N/A N/A;69.1303;13.365;63.0905;38.83;53.925;29.17
10/10/2018;2.8421;2781;3266.9;64.8692;20.73;37.3861;20.418;72.6675;20.915;107.8327;21.669;93.2585;31.635;16.6436;21.938;95.029;31.361;29.1064;25.025;#N/A N/A;#N/A N/A;20.4295;28.1;240.38;29.169;9.202;19.119;54.4773;25.974;60.8224;19.444;39.8053;32.789;#N/A N/A;#N/A N/A;68.9595;14.373;61.8333;43.012;51.427;35.993
11/10/2018;2.8484;2745.5;3209.19;63.7675;21.666;36.1037;22.56;71.0993;22.564;105.3643;22.849;91.6947;34.222;16.058;25.858;92.6657;35.038;28.4989;26.371;#N/A N/A;#N/A N/A;20.3636;29.392;237.34;29.731;9.1056;19.973;53.7127;26.614;59.8542;20.543;39.8989;33.542;#N/A N/A;#N/A N/A;67.2172;18.584;59.2259;45.795;50.973;37.379
12/10/2018;2.8528;2768.5;3194.41;63.34;21.311;35.9137;23.075;70.1318;21.617;105.1815;22.811;94.455;32.712;15.9515;24.356;93.9837;34.449;28.5374;25.635;#N/A N/A;#N/A N/A;20.2154;28.439;237.84;28.126;8.9494;20.385;53.7648;26.658;58.5527;20.548;40.242;31.798;#N/A N/A;#N/A N/A;67.2855;18.3;57.3635;48.127;52.794;31.444
15/10/2018;2.855;2749;3210.37;63.4222;21.166;36.3344;22.68;70.2652;21.647;104.6329;23.311;92.1469;33.316;16.0296;23.283;94.0746;34.519;28.4903;25.132;#N/A N/A;#N/A N/A;20.2772;28.507;235.98;28.359;9.0624;20.78;54.1645;26.251;59.751;20.201;40.4136;31.677;#N/A N/A;#N/A N/A;67.388;17.401;56.5719;46.532;51.665;33.116
16/10/2018;2.8655;2817.75;3257.34;64.7212;19.65;36.5176;21.366;71.6665;20.109;106.6442;22.79;95.8305;31.829;15.9834;22.999;96.3924;32.306;28.9738;23.846;#N/A N/A;#N/A N/A;20.7773;26.707;239.43;26.336;9.1056;19.882;54.7727;24.109;60.6399;20.141;41.5366;31.608;#N/A N/A;#N/A N/A;68.3617;15.948;56.3391;44.718;52.803;30.476
17/10/2018;2.8885;2816.25;3243.08;64.491;19.211;36.2733;20.877;71.1994;20.372;105.73;23.404;95.0203;32.501;15.9834;22.073;96.3015;32.049;28.7128;25.052;#N/A N/A;#N/A N/A;20.2278;28.527;239.33;26.241;9.1688;19.584;54.7032;24.764;61.2748;20.707;40.7411;35.959;#N/A N/A;#N/A N/A;67.5246;16.208;56.7582;45.21;52.575;30.384
18/10/2018;2.8741;2772.25;3211.59;64.1621;19.863;35.8255;21.549;70.8992;20.699;105.9586;23.84;93.56;32.874;16.0154;22.18;96.6196;32.311;27.6903;27.327;#N/A N/A;#N/A N/A;20.3554;27.858;236.39;25.909;9.2718;19.505;53.6779;24.704;61.743;20.75;42.2697;24.287;#N/A N/A;#N/A N/A;67.9688;13.94;57.6428;42.001;51.346;33.583
19/10/2018;2.9038;2767.5;3210.82;63.8333;21.723;35.8459;21.205;70.5321;22.673;107.1471;23.113;92.2788;33.6;15.8805;22.502;94.4382;36.406;27.4806;27.358;#N/A N/A;#N/A N/A;18.0584;32.998;238.52;25.764;9.3382;19.497;52.1661;25.422;61.743;21.802;42.2697;25.57;#N/A N/A;#N/A N/A;70.0698;14.127;58.4809;41.078;52.128;31.909
22/10/2018;2.9082;2756.5;3190.09;63.0769;22.312;35.337;22.395;70.8658;23.703;106.2786;23.361;90.7337;34.178;15.9621;22.387;93.3929;37.426;27.5063;27.686;#N/A N/A;#N/A N/A;18.2025;32.563;238.52;26.154;9.2286;20.477;52.0097;26.588;61.3462;20.398;42.0981;25.383;#N/A N/A;#N/A N/A;70.9069;14.232;57.6428;40.997;52.447;31.378
23/10/2018;2.879;2746.25;3140.94;61.2188;24.801;34.6449;24.743;70.0317;24.699;109.2498;20.903;88.6894;36.137;15.7243;25.309;87.9302;54.312;27.1768;29.358;#N/A N/A;#N/A N/A;17.9555;33.696;233.81;28.337;9.1089;21.928;51.4363;28.596;61.124;21.539;42.0046;25.78;#N/A N/A;#N/A N/A;70.7019;15.483;59.0862;43.742;52.941;32.225
24/10/2018;2.8305;2664.25;3130.33;63.4879;24.056;34.3599;25.199;70.2652;22.321;110.3926;22.293;89.7916;35.752;15.5894;24.493;88.2029;52.912;26.5479;30.192;#N/A N/A;#N/A N/A;17.5974;33.747;235.26;28.064;9.1754;24.085;50.1678;29.785;60.4097;21.657;41.8954;27.126;#N/A N/A;#N/A N/A;71.0948;15.82;56.665;47.654;51.125;38.02
25/10/2018;2.8467;2688.25;3164.4;64.4088;22.392;34.8824;24.628;71.8667;21.148;110.3926;21.773;92.2693;35.116;15.6711;24.46;94.0291;37.594;26.9972;34.123;#N/A N/A;#N/A N/A;17.935;32.9;240.51;26.861;9.2053;19.556;53.9212;23.523;60.0367;25.108;39.8053;26.496;#N/A N/A;#N/A N/A;71.778;16.51;54.9423;51.418;52.245;34.095
26/10/2018;2.8062;2669.5;3134.89;63.6688;24.911;34.3531;25.241;71.1661;23.707;110.1183;22.094;90.583;39.435;15.4794;26.367;93.3474;38.872;27.3908;29.994;#N/A N/A;#N/A N/A;18.0008;35.581;237.79;29.247;9.0957;20.724;53.3652;25.826;59.0923;26.928;39.1658;29.272;#N/A N/A;#N/A N/A;71.573;18.109;52.6142;57.385;51.413;37.301
29/10/2018;2.8164;2643.5;3154.93;64.0306;23.935;34.5906;23.33;70.4988;23.135;109.7526;23.007;90.2815;36.766;15.6036;24.633;95.2107;34.665;28.1652;27.226;#N/A N/A;#N/A N/A;18.8529;32.657;237.34;28.02;9.1123;19.81;54.0255;25.19;59.0685;26.877;39.4933;28.037;#N/A N/A;#N/A N/A;71.3168;17.199;51.9623;57.327;50.448;40.729
30/10/2018;2.8507;2685.25;3147.13;64.5732;24.125;34.4278;23.309;70.2319;23.09;109.3869;22.219;88.4633;37.396;15.5965;24.413;96.8923;31.766;28.0924;27.513;#N/A N/A;#N/A N/A;18.75;33.694;235.53;28.009;9.1056;19.64;54.3035;25.015;59.9732;28.838;39.7741;27.601;#N/A N/A;#N/A N/A;72.0172;16.92;47.3993;47.937;50.7;38.917
31/10/2018;2.8669;2711;3197.51;64.8528;22.856;35.2555;21.518;71.3996;21.653;110.3926;21.55;92.0527;29.018;15.7172;23.189;98.1648;26.951;28.4433;25.526;#N/A N/A;#N/A N/A;18.6759;31.532;243.55;25.416;9.1854;18.701;55.572;23.644;62.5684;22.416;39.9613;26.755;#N/A N/A;#N/A N/A;72.7005;15.642;47.0269;45.467;52.021;36.118
01/11/2018;2.8445;2738;3204.21;64.6883;22.006;34.3599;23.521;70.699;21.191;111.5353;20.811;90.9127;27.763;15.7456;22.701;98.2557;26.032;28.5417;24.756;#N/A N/A;#N/A N/A;18.643;30.113;244.45;24.342;9.3349;17.575;55.4852;22.099;62.7033;21.307;40.3824;26.156;#N/A N/A;#N/A N/A;72.6663;14.451;44.6057;47.197;52.82;37.46
02/11/2018;2.9034;2724.25;3214.41;64.0799;22.672;34.0953;22.849;70.5655;21.087;110.2097;20.221;90.0742;27.729;15.7847;22.903;100.8461;25.561;28.1566;25.203;#N/A N/A;#N/A N/A;18.8694;29.037;252.84;24.989;9.2751;17.493;56.3366;22.858;61.7033;21.41;40.7567;27.155;#N/A N/A;#N/A N/A;71.6755;15.522;43.2554;51.797;49.316;29.855
05/11/2018;2.9075;2739.5;3217.37;64.4088;22.423;34.8756;21.985;71.0993;21.262;110.4383;20.596;89.8576;28.03;15.6604;23.389;96.7105;28.926;27.7844;25.454;#N/A N/A;#N/A N/A;18.4413;30.368;251.61;26.349;9.4114;17.87;55.6416;23.524;62.4096;20.658;40.5384;27.762;#N/A N/A;#N/A N/A;72.1026;15.426;43.2088;51.646;47.916;29.684
06/11/2018;2.9279;2759;3207.42;64.2843;22.325;34.5228;21.297;70.2986;20.986;109.7069;20.461;90.3004;27.205;15.6214;22.103;96.5287;29.116;27.5961;24.926;#N/A N/A;#N/A N/A;18.4619;29.471;247.35;26.801;9.3648;17.915;55.5199;22.911;61.5843;20.862;41.2871;26.695;#N/A N/A;#N/A N/A;72.0684;14.514;43.8607;50.146;48.434;27.731
07/11/2018;2.9567;2816.5;3246.16;65.8449;20.91;35.0995;20.773;71.4663;19.504;110.484;20.032;90.5265;25.497;15.7847;18.997;99.0737;26.255;27.9384;23.459;#N/A N/A;#N/A N/A;18.7294;27.83;250.3;25.571;9.634;17.67;56.3193;21.438;62.4414;18.461;41.2247;27.108;#N/A N/A;#N/A N/A;72.1709;13.755;42.8363;46.007;49.903;23.922
08/11/2018;2.965;2808.75;3237.6;65.214;20.539;34.8959;20.435;71.4997;19.057;109.7526;19.883;90.1119;24.887;15.845;18.501;99.9826;25.536;27.6475;23.241;#N/A N/A;#N/A N/A;18.7294;27.268;245.54;25.841;9.7237;17.799;56.1281;21.387;62.9414;17.764;40.8191;29.607;#N/A N/A;#N/A N/A;72.5467;13.189;42.3707;45.279;49.729;24.144
09/11/2018;2.9241;2779;3229.49;65.4464;20.709;34.2581;21.634;71.1661;19.003;109.8897;19.539;89.1981;24.987;15.8344;18.258;99.6191;25.312;27.2881;23.373;#N/A N/A;#N/A N/A;18.4536;27.654;241.01;27.321;9.7237;17.856;55.5025;21.54;63.6477;17.282;40.8191;29.432;#N/A N/A;#N/A N/A;72.9396;13.385;39.9495;55.291;48.77;25.498
12/11/2018;2.9241;2727.75;3194.08;64.7658;21.787;34.0749;22.516;71.2995;19.47;108.4727;20.364;88.9249;25.659;15.6569;19.413;96.9832;27.973;26.6121;25.125;#N/A N/A;#N/A N/A;17.9844;29.615;238.7;28.327;9.644;17.907;54.5468;22.652;63.1636;18.001;41.0375;30.401;#N/A N/A;#N/A N/A;72.7688;13.984;37.2024;65.716;46.314;31.079
13/11/2018;2.8911;2727.5;3224.82;64.9152;21.47;33.5932;24.183;71.5331;19.095;109.0212;20.587;90.8373;25.248;15.7776;18.834;97.3922;27.71;27.0271;24.324;#N/A N/A;#N/A N/A;18.2478;28.991;244.36;26.705;9.7237;17.83;55.3983;22.107;63.6556;17.537;40.9283;30.594;#N/A N/A;#N/A N/A;72.5296;13.498;40.0892;63.411;45.851;29.513
14/11/2018;2.8663;2698.5;3205.36;64.9318;22.832;33.695;24.095;70.6322;19.633;109.3869;21.517;89.9989;26.869;15.632;21.052;96.0288;29.426;27.1298;24.894;#N/A N/A;#N/A N/A;18.573;29.779;242.91;27.703;9.7736;18.564;55.2071;23.142;63.0763;18.359;40.7723;31.521;#N/A N/A;#N/A N/A;71.8464;14.759;38.739;65.016;44.556;31.942
15/11/2018;2.8539;2734.5;3190.31;64.2345;23.579;34.0003;24.284;71.066;20.773;107.5585;23.203;88.4256;29.629;15.49;24.235;94.0746;30.392;27.0399;25.979;#N/A N/A;#N/A N/A;18.4619;31.476;240.47;29.321;9.7204;19.26;55.9196;24.074;62.0843;20.231;40.71;32.73;#N/A N/A;#N/A N/A;71.7268;15.925;38.0405;64.91;45.655;30.024
16/11/2018;2.7998;2743;3180.74;64.002;22.873;33.9223;22.097;70.3653;20.331;107.5585;22.259;87.5117;29.003;15.3374;22.269;93.4383;29.214;26.9073;24.581;#N/A N/A;#N/A N/A;18.3301;29.963;239.43;27.508;9.7437;19.155;55.572;23.214;62.8779;18.28;41.3183;31.343;#N/A N/A;#N/A N/A;72.0513;14.773;37.3421;65.162;46.161;29.321
19/11/2018;2.7893;2696.25;3160.33;63.753;23.047;33.6203;22.769;70.0317;19.589;105.1358;23.378;87.2103;29.097;15.3942;22.537;92.8475;29.975;26.7447;24.66;#N/A N/A;#N/A N/A;18.3054;30.039;234.9;27.735;9.7503;19.031;55.0855;23.446;62.3382;19.071;41.1935;31.719;#N/A N/A;#N/A N/A;71.146;15.135;36.504;62.879;44.332;33.741
20/11/2018;2.8037;2640;3116.07;63.4044;23.392;33.1555;23.452;68.6304;21.393;101.7531;26.187;85.7971;29.584;15.018;23.863;90.8206;33.499;26.4666;25.197;#N/A N/A;#N/A N/A;18.3178;30.192;230;29.524;9.6606;20.531;54.6337;23.993;62.6477;18.831;40.8815;32.138;#N/A N/A;#N/A N/A;71.3168;15.024;35.6194;65.575;42.214;37.68
21/11/2018;2.8139;2649;3153.91;63.9356;22.33;33.5253;22.66;69.1642;19.745;100.3361;26.216;87.7755;28.402;15.0144;22.572;90.6752;32.249;26.6592;24.475;#N/A N/A;#N/A N/A;18.7582;29.121;236.16;27.304;9.7536;21.099;55.155;23.01;62.2906;18.218;40.9439;30.787;#N/A N/A;#N/A N/A;71.8122;14.343;36.3643;59.875;42.166;33.594
22/11/2018;2.8139;2649;3126.67;63.6036;22.206;33.2879;23.621;68.4969;20.785;99.7418;26.136;86.9842;28.856;14.8085;23.355;90.7479;32.466;26.6506;24.295;#N/A N/A;#N/A N/A;18.7253;29.676;234.22;27.835;9.7337;22.934;54.0776;23.585;62.1319;18.264;40.32;30.912;#N/A N/A;#N/A N/A;71.7268;14.226;36.3643;59.875;42.166;33.594
23/11/2018;2.8094;2629.5;3137.21;63.8028;21.489;32.2871;28.216;68.8973;20.353;100.1533;25.673;88.0016;27.965;14.844;22.442;91.8477;31.662;27.1854;23.499;#N/A N/A;#N/A N/A;18.8858;29.472;234.17;27.462;9.7271;21.901;54.2688;23.342;63.0763;17.337;40.398;30.369;#N/A N/A;#N/A N/A;72.2905;13.979;35.2469;62.136;41.095;34.732
26/11/2018;2.8302;2670;3172.71;65.1974;20.672;32.7722;26.074;70.3653;19.453;100.8389;25.656;88.1618;28.208;15.0606;22.636;94.0746;30.616;28.2893;24.543;#N/A N/A;#N/A N/A;19.4868;28.983;232.49;27.865;9.8965;21.761;55.2766;23.438;62.616;17.768;40.9127;29.767;#N/A N/A;#N/A N/A;72.2734;13.861;35.2934;57.954;41.651;32.398
27/11/2018;2.8329;2683.5;3166.42;64.882;20.812;32.589;26.43;69.6313;19.834;99.3304;26.675;88.2748;27.572;15.0961;21.864;93.2111;30.832;28.4048;24.406;#N/A N/A;#N/A N/A;18.7294;34.094;230.32;28.337;9.9697;21.697;54.7379;23.778;62.3303;18.46;41.3183;29.169;#N/A N/A;#N/A N/A;72.2905;13.531;34.6416;55.625;41.56;30.998
28/11/2018;2.8086;2741.5;3168.29;64.7159;20.679;32.7349;24.917;69.2643;19.339;98.5534;26.39;88.0864;27.537;15.2061;19.9;94.3473;29.916;28.1823;24.63;#N/A N/A;#N/A N/A;18.7747;35.565;232.45;27.61;9.9397;21.122;55.1029;23.356;62.9175;17.401;41.3339;28;#N/A N/A;#N/A N/A;71.9147;13.865;36.0384;52.913;43.158;29.062
29/11/2018;2.8086;2744.25;3174.16;64.4005;20.765;32.8672;22.856;69.4979;19.14;102.0731;26.279;89.3677;27.447;15.2877;20.19;93.4838;31.016;28.1352;24.92;#N/A N/A;#N/A N/A;18.9229;35.383;232.4;27.819;9.9829;20.822;55.9022;23.412;62.5922;17.739;41.0999;27.592;#N/A N/A;#N/A N/A;72.7688;13.723;36.9696;53.533;42.827;29.251
30/11/2018;2.7865;2758.25;3173.13;64.002;21.069;33.3591;22.123;71.2328;18.772;102.5302;21.326;89.1416;27.655;15.2735;20.01;93.6656;30.306;28.0112;24.451;#N/A N/A;#N/A N/A;19.0217;35.529;228.82;27.028;10.076;20.661;55.8501;23.311;63.3382;17.878;40.8347;27.654;#N/A N/A;#N/A N/A;72.7175;13.811;34.9209;57.718;42.595;29.996
03/12/2018;2.8211;2790.75;3214.99;62.5908;22.786;33.8001;21.271;71.3996;18.207;103.7644;16.987;90.159;26.612;15.3197;18.365;96.3924;27.827;27.656;23.621;#N/A N/A;#N/A N/A;19.0505;32.749;240.33;25.822;9.953;20.222;56.858;22.568;62.0763;18.588;40.8191;26.886;#N/A N/A;#N/A N/A;72.7688;13.63;36.3643;48.91;44.084;24.095
04/12/2018;2.7947;2701.75;3189.25;63.6368;22.351;33.583;21.428;71.5331;17.576;103.1702;14.603;88.8118;26.919;15.0783;18.613;94.8472;27.529;27.3865;23.358;#N/A N/A;#N/A N/A;18.7171;32.896;239.05;25.344;9.9903;19.563;55.9543;22.94;62.7668;17.899;39.6181;28.796;#N/A N/A;#N/A N/A;73.4521;13.698;33.8966;53.809;42.144;29.058
05/12/2018;2.7947;2701.75;3150.27;61.9766;24.006;33.1148;22.265;70.7991;18.257;102.4845;13.249;86.9653;28.158;14.6595;21.603;93.8473;28.562;26.5693;24.608;#N/A N/A;#N/A N/A;18.5977;32.545;236.91;26.274;10.031;19.594;55.1898;23.815;61.9573;18.991;38.4171;30.604;#N/A N/A;#N/A N/A;72.5126;14.344;33.8966;53.809;42.144;29.058
