Dates;USGG2YR Index;ES1 Index;SX5E Index;DG FP Equity;;TTE FP Equity;;AI FP Equity;;EL FP Equity;;AIR FP Equity;;CS FP Equity;;CAP FP Equity;;SGO FP Equity;;HENKEL HB Equity;;ML FP Equity;;MC FP Equity;;ORA FP Equity;;SU FP Equity;;SAN FP Equity;;PUB FP Equity;;TE FP Equity;;NESN SW Equity;;GE US Equity;;AAPL US Equity;
Dates;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D
07/06/2018;2.4876;2772.25;3459.77;69.572;17.099;35.3836;17.278;73.0678;15.507;107.6956;18.487;93.8803;22.149;15.4759;16.337;103.1185;18.16;36.6689;16.702;#N/A N/A;#N/A N/A;24.1013;19.778;268.33;22.323;9.7503;16.196;64.4691;19.318;52.4339;13.865;44.4222;26.054;#N/A N/A;#N/A N/A;62.9467;13.504;62.9965;30.315;45.823;16.484
08/06/2018;2.4977;2778.75;3447.3;69.3254;17.415;35.198;18.731;73.0678;15.439;107.1928;18.557;95.058;23.658;15.4759;17.052;102.8912;18.415;35.2546;18.952;#N/A N/A;#N/A N/A;23.9675;20.688;272.13;21.701;9.7536;16.017;63.9478;19.533;52.7196;13.451;44.2506;26.059;#N/A N/A;#N/A N/A;62.7417;13.53;63.6822;28.389;45.406;17.166
11/06/2018;2.5202;2783;3480.22;69.4405;17.167;35.3992;18.078;73.9353;15.245;108.5641;18.599;95.058;23.81;15.6072;16.032;103.2548;18.085;35.537;19.915;#N/A N/A;#N/A N/A;23.7617;20.772;272.86;21.447;9.8401;16.415;64.5039;19.002;53.053;13.304;44.8121;26.48;#N/A N/A;#N/A N/A;63.3738;13.097;63.9108;26.846;45.295;17.168
12/06/2018;2.5387;2784;3475.58;69.128;16.511;35.0907;17.765;73.4682;15.387;109.6155;18.029;94.6623;23.886;15.5468;15.101;104.5728;17.685;35.353;19.689;#N/A N/A;#N/A N/A;23.0825;21.936;267.56;21.037;9.7802;16.176;64.3996;18.588;52.5292;13.54;45.1241;25.544;#N/A N/A;#N/A N/A;63.6641;12.9;63.9108;25.507;45.544;16.87
13/06/2018;2.5675;2774.25;3479.56;69.0623;16.168;34.923;17.497;73.7351;15.025;109.4326;17.97;94.3796;23.912;15.4475;14.588;105.6635;17.232;35.2589;18.924;#N/A N/A;#N/A N/A;22.64;21.843;267.74;21.073;9.654;16.596;64.7645;17.786;52.5133;13.064;45.3581;25.777;#N/A N/A;#N/A N/A;63.8862;12.421;63.4994;26.132;45.169;17.019
14/06/2018;2.5635;2783.25;3527.11;70.5422;14.91;35.4529;16.284;74.8028;15.037;110.7582;17.825;98.506;24.038;15.5007;14.461;107.2541;16.574;35.5156;18.483;#N/A N/A;#N/A N/A;22.7429;20.695;274.13;19.276;9.7304;15.492;65.7724;16.288;53.4339;12.79;46.3095;24.796;#N/A N/A;#N/A N/A;63.7325;12.147;62.3565;27.243;45.193;16.657
15/06/2018;2.5471;2776.5;3505.02;69.9173;14.551;35.1108;16.214;73.8352;14.597;110.8954;17.572;97.6016;23.282;15.3339;14.574;107.1178;16.414;34.9979;18.077;#N/A N/A;#N/A N/A;23.2471;20.368;273.13;19.252;9.7271;16.026;65.2511;15.949;54.5053;14.798;46.1223;26.489;#N/A N/A;#N/A N/A;63.7666;11.66;61.3418;28.254;44.729;17.208
18/06/2018;2.5492;2779.75;3466.65;69.0458;15.37;35.0303;17.229;73.3347;15.06;109.1584;17.085;96.0001;26.94;15.3197;15.054;106.7087;16.904;34.7669;18.542;#N/A N/A;#N/A N/A;22.8458;21.134;268.83;20.582;9.634;15.863;64.4691;17.247;54.164;16.787;45.7168;26.121;#N/A N/A;#N/A N/A;62.793;12.165;60.8806;30.659;44.705;17.133
19/06/2018;2.5452;2766.25;3435.3;69.4733;15.084;34.7352;16.596;72.167;15.536;108.9298;17.719;94.5304;27.806;15.2593;14.706;104.5273;18.404;34.0438;19.344;#N/A N/A;#N/A N/A;22.7223;21.49;262.35;22.126;9.6041;16.169;63.2527;18.198;53.7037;15.52;46.4031;26.038;#N/A N/A;#N/A N/A;63.0663;12.041;59.7275;32.461;43.983;18.52
20/06/2018;2.5659;2772;3439.6;69.0294;14.408;34.373;16.578;72.0669;14.846;109.3869;17.426;94.097;26.684;15.2238;14.489;104.0274;17.708;33.9925;18.621;#N/A N/A;#N/A N/A;22.4547;20.712;259.63;21.403;9.5443;14.593;62.7314;17.466;54.2116;14.127;47.1674;26.242;#N/A N/A;#N/A N/A;63.7837;11.796;59.4047;34.335;44.175;18.105
21/06/2018;2.5369;2752.5;3403.51;67.8126;16.585;34.0712;17.478;71.7666;15.681;108.7012;17.664;92.8817;27.432;15.0961;16.087;102.4368;19.096;33.2951;20.092;#N/A N/A;#N/A N/A;22.146;22.554;258.41;21.977;9.4745;14.93;61.9668;18.737;53.7355;15.12;47.0426;26.555;#N/A N/A;#N/A N/A;62.9638;13.265;58.8512;35.114;43.928;19.181
22/06/2018;2.5412;2759.5;3441.6;68.421;15.632;35.198;15.772;72.6341;15.039;109.9812;17.427;94.813;26.554;15.2061;15.228;103.073;18.239;33.5946;19.386;#N/A N/A;#N/A N/A;22.3004;21.852;260.4;21.178;9.634;15.03;62.3318;17.794;54.7672;14.55;47.2922;25.908;#N/A N/A;#N/A N/A;64.2278;12.51;60.1888;33.277;43.8;17.963
25/06/2018;2.5329;2722.25;3369.21;67.5495;17.388;34.6547;17.237;71.1994;16.957;108.3356;18.283;91.2519;29.021;15.0215;17.183;101.9823;20.52;32.9528;21.284;#N/A N/A;#N/A N/A;22.0122;23.689;252.7;23.915;9.5875;15.894;60.5593;20.586;54.9338;15.619;46.4655;26.898;#N/A N/A;#N/A N/A;63.9033;14.091;58.8051;35.783;43.149;20.436
26/06/2018;2.5329;2728.5;3368.72;67.9112;17.011;34.5273;16.506;70.7323;16.898;108.747;18.061;90.8939;28.989;14.9292;17.216;102.5277;20.073;32.5977;21.097;#N/A N/A;#N/A N/A;21.9402;23.56;254.69;23.645;9.521;15.953;60.7331;20.136;54.8941;15.725;46.0288;26.99;#N/A N/A;#N/A N/A;64.3474;13.907;63.3712;33.176;43.684;19.827
27/06/2018;2.504;2705;3397.13;67.8783;16.894;35.2047;16.486;71.0993;16.606;110.3926;17.968;93.3622;29.248;14.8724;17.088;103.1639;20;33.2608;21.617;#N/A N/A;#N/A N/A;21.6212;23.433;256.82;23.683;9.6074;16.049;61.7583;20.681;54.8941;15.715;46.2159;27.306;#N/A N/A;#N/A N/A;64.6207;13.625;64.3858;32.818;43.62;21.223
28/06/2018;2.5101;2719.5;3365.52;67.1877;17.838;34.9901;18.112;70.6656;18.029;110.2097;17.962;92.4389;30.281;14.7837;18.215;102.7094;20.915;32.6661;23.978;#N/A N/A;#N/A N/A;21.405;24.507;253.7;24.289;9.5111;17.296;60.6635;21.919;54.3386;16.392;45.982;27.43;#N/A N/A;#N/A N/A;65.1673;13.949;63.7863;32.38;43.938;21.138
29/06/2018;2.5282;2721.5;3395.6;67.7139;16.94;35.0169;16.523;71.8667;16.542;110.5297;17.586;94.455;29.039;14.9186;16.836;104.7091;19.67;32.7474;22.635;#N/A N/A;#N/A N/A;21.4668;23.857;258.41;22.627;9.5343;15.796;62.0537;20.976;54.4815;15.862;45.9664;27.994;#N/A N/A;#N/A N/A;65.6798;12.425;62.7716;31.42;43.845;21.764
02/07/2018;2.5485;2727.25;3372.21;66.9411;18.368;35.0169;17.394;71.3663;18.395;108.5641;18.575;92.0527;30.327;14.7837;17.619;103.6638;21.297;32.3538;24.314;#N/A N/A;#N/A N/A;21.3021;25.009;255.01;24.427;9.4679;17.368;60.9416;22.933;54.6005;16.766;45.3425;28.826;#N/A N/A;#N/A N/A;66.141;13.476;61.6647;32.609;44.336;25.126
03/07/2018;2.5242;2713.25;3406.34;68.2401;18.223;35.3657;17.018;71.6665;17.677;109.1126;18.318;92.0998;29.761;14.8263;16.835;103.7093;20.578;32.6661;22.896;#N/A N/A;#N/A N/A;21.2918;23.74;258.5;23.622;9.5775;16.58;61.4108;21.957;55.5608;15.71;45.8416;28.484;#N/A N/A;#N/A N/A;67.4563;13.658;61.6647;32.636;43.564;27.427
04/07/2018;2.5242;2713.25;3412.03;68.5854;17.889;35.5199;16.086;70.9992;18.363;109.6612;18.414;92.3259;29.852;14.9115;16.559;101.4824;21.781;32.4822;22.905;#N/A N/A;#N/A N/A;21.1684;23.816;257.59;23.665;9.7902;17.14;60.6114;22.303;56.3068;15.894;46.0288;28.912;#N/A N/A;#N/A N/A;67.6442;13.388;61.6647;32.636;43.564;27.427
05/07/2018;2.5507;2738.5;3440.92;69.4733;17.631;36.0296;16.204;72.167;18.994;109.7069;18.265;92.0809;29.741;14.9967;16.306;102.9367;21.275;32.7175;22.621;#N/A N/A;#N/A N/A;21.7755;25.486;256.64;23.254;9.85;17.367;60.1596;22.414;57.4892;15.683;46.0288;28.722;#N/A N/A;#N/A N/A;67.6442;13.508;61.9414;32.279;43.914;26.202
06/07/2018;2.5365;2763;3448.49;69.6871;17.196;35.7547;15.906;72.901;18.147;110.7125;18.168;92.7969;29.946;15.0002;15.687;103.1639;20.895;32.5249;22.71;#N/A N/A;#N/A N/A;21.4359;24.912;260.58;22.721;9.8766;16.845;60.4203;21.736;57.5369;15.477;46.4499;28.108;#N/A N/A;#N/A N/A;68.1054;12.629;63.8785;30.466;44.523;24.607
09/07/2018;2.559;2787.5;3460.44;70.0818;17.357;36.2174;15.058;73.0011;18.247;110.9411;18.64;93.6448;29.947;15.1138;15.816;103.5729;21.33;32.6233;23.095;#N/A N/A;#N/A N/A;21.1786;25.996;262.94;22.573;9.8999;17.072;61.3586;21.819;56.7909;16.098;47.2922;27.855;#N/A N/A;#N/A N/A;67.9517;13.071;64.3397;30.582;45.141;24.174
10/07/2018;2.5693;2796.75;3473.31;70.5422;16.834;36.6333;15.231;73.7685;17.09;111.9467;18.367;97.3567;29.39;14.9825;15.448;104.3455;20.533;32.5164;22.106;#N/A N/A;#N/A N/A;21.2198;25.07;265.66;22.04;9.8135;16.978;61.5324;20.821;56.8464;15.454;47.4637;27.636;#N/A N/A;#N/A N/A;67.8663;12.495;65.3544;29.436;45.087;23.38
11/07/2018;2.5776;2774;3422.35;70.1146;17.405;35.6541;17.099;72.7008;17.956;111.6268;18.2;97.1683;29.583;14.7447;16.778;104.391;20.775;31.7634;23.668;#N/A N/A;#N/A N/A;20.9934;25.687;259.13;22.96;9.7869;17.433;60.1075;21.79;56.4655;15.811;46.4655;28.647;#N/A N/A;#N/A N/A;67.7809;12.928;64.5242;30.178;44.501;24.323
12/07/2018;2.5859;2798.5;3445.49;70.8875;17.546;35.7278;17.564;73.1679;17.491;113.1352;18.046;99.0525;29.343;14.7198;16.698;105.3453;20.374;31.5708;23.337;#N/A N/A;#N/A N/A;21.4256;25.198;262.17;22.605;9.7802;17.18;60.3855;21.524;57.3226;18.899;46.9958;28.431;#N/A N/A;#N/A N/A;68.02;12.595;64.5242;30.039;45.248;23.243
13/07/2018;2.578;2803.25;3454.54;70.4271;17.811;35.7681;17.273;73.1012;16.465;112.9524;18.246;101.1816;31.665;14.7234;15.902;105.6635;21.375;31.5751;23.28;#N/A N/A;#N/A N/A;21.9813;24.5;268.15;22.842;9.7038;16.606;60.8026;21.271;57.0686;17.201;47.3858;28.294;#N/A N/A;#N/A N/A;68.225;12.571;64.063;29.737;45.319;22.498
16/07/2018;2.5966;2796.5;3449.08;70.7888;18.033;35.4059;17.999;72.7008;17.191;112.6324;18.716;100.7482;31.755;14.7305;16.456;106.3452;21.133;31.6436;23.48;#N/A N/A;#N/A N/A;21.8476;24.589;265.43;23.328;9.6839;16.911;60.9242;21.122;56.8702;17.196;46.9022;28.79;#N/A N/A;#N/A N/A;68.0713;12.892;64.1091;29.838;45.219;22.911
17/07/2018;2.6154;2811.25;3457.5;70.9039;17.733;35.3791;17.48;73.1012;16.8;112.5867;18.686;101.4266;31.499;14.7943;16.582;107.4813;21.039;31.6479;23.194;#N/A N/A;#N/A N/A;22.0534;23.998;268.06;22.655;9.4379;17.864;61.3413;20.62;57.0131;17.126;45.826;31.717;#N/A N/A;#N/A N/A;67.4734;13.265;63.1406;30.351;45.347;22.552
18/07/2018;2.6093;2816;3485.08;70.2955;17.758;35.4797;17.16;73.9687;17.147;111.901;18.526;100.9932;30.157;14.8724;17.037;107.2087;21.564;32.0586;22.888;#N/A N/A;#N/A N/A;22.2592;24.433;270.73;22.842;9.4114;18.085;62.2275;20.378;57.5448;16.755;45.4672;33.472;#N/A N/A;#N/A N/A;67.9688;13.359;63.4173;29.859;45.098;22.937
19/07/2018;2.5907;2805.25;3471.64;69.5391;18.417;35.4663;17.256;73.2013;17.529;111.9467;18.628;100.8801;30.095;14.8582;16.792;105.8453;21.995;32.08;22.684;#N/A N/A;#N/A N/A;22.3415;24.27;267.69;23.585;9.3416;17.905;61.8799;20.844;57.2274;17.28;41.4742;30.835;#N/A N/A;#N/A N/A;68.4641;13.555;63.325;31.172;45.449;23.543
20/07/2018;2.5931;2800.75;3460.03;69.3418;18.955;35.2785;17.726;72.5006;17.738;113.3638;18.246;99.6366;30.842;14.7305;16.773;105.2999;22.42;32.0543;22.859;#N/A N/A;#N/A N/A;22.2592;25.141;268.42;24.64;9.3682;17.737;60.6635;21.576;57.4258;17.122;41.9266;28.306;#N/A N/A;#N/A N/A;69.1474;13.621;60.5116;25.901;45.345;22.689
23/07/2018;2.6287;2812;3454.05;69.1445;18.977;35.2785;17.276;72.0669;17.25;113.0438;18.774;99.3163;31.054;14.7518;16.929;104.6636;22.824;31.6607;23.41;#N/A N/A;#N/A N/A;22.1254;25.03;265.52;26.571;9.3814;17.677;60.2291;22.181;57.521;16.743;42.0825;26.89;#N/A N/A;#N/A N/A;68.8741;14.117;59.912;26.788;45.385;22.372
24/07/2018;2.6331;2821;3483.31;69.8022;19.162;35.4596;16.504;72.7342;17.283;112.861;18.804;99.8438;30.193;14.9541;16.381;104.6636;22.92;31.8104;22.565;#N/A N/A;#N/A N/A;22.6091;22.88;272.81;26.68;9.3382;17.066;60.9763;21.928;57.7988;16.949;41.3651;27.885;#N/A N/A;#N/A N/A;68.3958;13.598;60.5116;25.595;45.714;21.709
25/07/2018;2.6694;2841.25;3468.45;69.1116;19.25;35.4126;16.841;72.9677;17.378;113.3181;19.037;98.8264;30.985;14.8653;17.893;105.209;23.294;31.5751;22.813;#N/A N/A;#N/A N/A;22.1357;22.587;277.75;20.384;9.2917;17.687;60.8026;22.384;58.259;17.017;40.9283;27.666;#N/A N/A;#N/A N/A;68.2421;13.416;60.4655;24.353;46.145;20.855
26/07/2018;2.6815;2842.5;3509.26;69.5062;18.923;36.2174;15.169;73.8686;17.196;116.1065;17.043;103.2731;25.56;14.9363;17.174;106.527;22.78;31.7976;22.748;#N/A N/A;#N/A N/A;22.5988;21.628;277.25;20.062;9.5044;13.838;59.7252;19.407;58.767;16.529;41.4274;26.549;#N/A N/A;#N/A N/A;69.5061;12.066;60.65;24.295;46.001;22.076
27/07/2018;2.6694;2817.5;3527.18;71.8248;15.547;36.8881;15.116;74.4024;16.976;115.2837;16.593;102.8774;23.571;15.0677;16.73;102.7094;18.364;32.2896;18.99;#N/A N/A;#N/A N/A;22.7429;20.681;272.86;20.065;9.7237;13.521;60.1944;19.072;59.1796;15.939;42.1917;25.53;#N/A N/A;#N/A N/A;69.4891;11.593;60.2349;23.229;45.236;23.927
30/07/2018;2.6613;2803.25;3512.31;70.8053;16.363;36.9887;15.424;72.534;15.562;115.1008;17.3;100.8801;24.342;15.1777;18.143;100.4371;19.806;32.1869;18.87;#N/A N/A;#N/A N/A;22.8458;20.997;270.59;20.657;9.7038;13.973;59.6904;19.895;58.6876;15.458;42.2541;26.035;#N/A N/A;#N/A N/A;69.267;12.184;60.6961;23.843;44.982;25.562
31/07/2018;2.6694;2817;3525.49;70.7066;16.165;37.4649;15.607;73.0678;15.177;115.3751;16.986;99.8627;24.01;15.3339;16.965;99.8009;19.332;32.5806;18.217;#N/A N/A;#N/A N/A;22.6605;21.078;270.78;20.55;9.7138;14.33;59.8121;18.923;59.0209;14.013;42.6285;25.116;#N/A N/A;#N/A N/A;68.9254;12.148;62.8638;23.136;45.072;27.128
01/08/2018;2.6776;2810.75;3509.23;69.5062;17.217;37.2101;15.674;73.2347;14.866;115.1922;16.787;100.4279;23.63;15.3942;18.949;97.5285;19.769;32.1527;18.089;#N/A N/A;#N/A N/A;22.4341;21.01;270.41;20.271;9.6938;14.24;59.5167;18.915;59.9971;14.351;42.3945;25.395;#N/A N/A;#N/A N/A;68.9254;12.148;61.0651;24.498;47.728;18.27
02/08/2018;2.6634;2828.5;3469.21;68.6676;17.986;36.8546;16.336;72.7342;15.722;114.918;16.681;100.3149;23.393;15.5539;16.214;99.1192;19.786;31.6735;18.678;#N/A N/A;#N/A N/A;22.5473;20.697;266.56;21.452;9.6274;14.458;58.5262;19.36;59.1241;15.035;41.8486;25.88;#N/A N/A;#N/A N/A;68.9595;12.457;60.7422;23.896;49.123;17.961
03/08/2018;2.6432;2839.5;3482.4;69.424;17.166;36.7406;15.738;72.167;15.289;115.3751;16.401;101.5208;22.673;15.6533;15.793;99.5736;18.928;31.6093;18.063;#N/A N/A;#N/A N/A;22.5576;20.455;267.56;20.794;9.7138;14.198;59.3776;19.428;58.8066;14.907;42.1449;23.817;#N/A N/A;#N/A N/A;69.5232;12.001;60.6039;22.769;49.265;17.329
06/08/2018;2.6452;2850;3483.3;69.1609;17.616;36.8546;15.754;72.1003;16.098;115.0551;16.639;101.5773;22.328;15.6569;15.642;98.7556;18.611;31.7249;18.1;#N/A N/A;#N/A N/A;22.712;20.565;270.14;21.055;9.6938;14.552;59.256;19.359;58.5051;14.99;42.1137;23.923;#N/A N/A;#N/A N/A;69.6428;11.949;60.4194;22.746;49.521;16.047
07/08/2018;2.6697;2859.75;3504.37;69.7693;17.061;37.532;15.682;73.0011;15.473;115.1465;16.425;102.689;22;15.6533;15.013;99.7554;17.72;31.9987;17.817;#N/A N/A;#N/A N/A;22.7017;20.16;274.81;20.034;9.7603;14.34;60.2986;18.968;58.6955;14.489;42.8936;23.032;#N/A N/A;#N/A N/A;69.9844;11.449;60.6961;22.97;49.056;16.294
08/08/2018;2.6677;2855.25;3493.6;69.572;16.852;37.2235;16.086;72.4339;15.914;115.1922;16.492;101.6527;21.883;15.7456;14.902;99.8009;17.69;31.896;17.647;#N/A N/A;#N/A N/A;22.9796;19.534;271.27;20.26;9.6274;14.375;60.2986;18.971;58.6876;14.207;43.346;21.613;#N/A N/A;#N/A N/A;69.9161;11.297;60.1888;21.122;49.089;16.103
09/08/2018;2.6452;2853.75;3494.13;69.4733;16.811;37.0625;15.711;72.3005;15.51;114.6437;16.392;102.3687;21.559;15.806;14.681;99.8009;17.504;31.5666;17.327;#N/A N/A;#N/A N/A;23.0413;19.485;274.54;19.553;9.6207;14.353;60.1944;18.54;58.0606;14.306;42.8936;21.705;#N/A N/A;#N/A N/A;69.8136;11.267;59.6814;21.896;49.476;16.149
10/08/2018;2.6042;2836.75;3426.28;68.3716;18.126;36.1839;16.977;70.9992;16.894;112.8153;17.099;101.2947;22.303;15.5184;17.033;100.0281;17.924;31.2286;18.066;#N/A N/A;#N/A N/A;22.8664;20.285;267.79;21.332;9.4579;14.907;59.0649;19.005;58.4971;15.134;42.9248;21.915;#N/A N/A;#N/A N/A;68.7887;12.477;58.8974;23.423;49.328;16.193
13/08/2018;2.6124;2825.5;3409.68;68.3388;17.482;36.2778;17.641;71.2328;17.34;113.1352;17.113;101.8411;22.942;15.38;17.588;100.4371;18.138;30.9633;18.767;#N/A N/A;#N/A N/A;22.7429;21.156;269.55;21.114;9.4645;14.915;58.978;19.716;58.3225;15.67;43.0184;22.622;#N/A N/A;#N/A N/A;68.8741;12.459;57.4215;25.205;49.647;17.05
14/08/2018;2.637;2841;3409.44;68.3881;17.941;35.9156;17.914;71.2995;16.933;113.5009;16.931;101.7469;22.509;15.2842;17.75;100.6643;17.271;30.9162;19.166;#N/A N/A;#N/A N/A;22.8149;20.581;271.86;20.81;9.4612;15.009;59.2908;19.455;57.8146;15.698;42.3789;22.912;#N/A N/A;#N/A N/A;69.1474;12.202;56.9602;24.163;49.856;16.122
15/08/2018;2.6082;2821.25;3359.08;66.9575;19.394;34.923;20.829;70.2652;18.411;111.7639;17.829;99.1278;24.672;15.1919;18.865;100.2099;18.204;30.3771;20.22;#N/A N/A;#N/A N/A;22.1872;22.51;263.8;23.8;9.3947;15.906;58.1786;21.556;57.267;16.82;42.7221;22.576;#N/A N/A;#N/A N/A;69.1645;12.524;56.3607;25.765;49.972;17.34
16/08/2018;2.6164;2844.75;3377.56;66.7766;20.309;35.1175;18.658;70.8324;17.258;112.4039;17.68;101.3324;22.932;15.3268;17.199;101.2551;16.57;30.544;19.256;#N/A N/A;#N/A N/A;22.4341;20.838;269.82;22.18;9.4479;15.222;58.4045;20.228;57.6638;15.296;43.7047;22.87;#N/A N/A;#N/A N/A;69.4037;11.998;56.7296;22.649;50.704;17.29
17/08/2018;2.6059;2852.25;3372.94;67.3521;19.557;35.1443;17.712;70.6322;17.011;112.3124;17.581;101.4831;22.16;15.2806;17.047;100.937;16.484;30.3771;18.85;#N/A N/A;#N/A N/A;22.2283;20.544;269.01;21.927;9.4014;14.861;58.9606;19.342;58.1717;14.32;43.7203;22.159;#N/A N/A;#N/A N/A;69.5916;11.842;56.7296;21.963;51.717;17.824
20/08/2018;2.5851;2858.5;3393.67;67.4179;18.952;35.4797;16.377;71.1661;17.149;113.0438;17.25;101.6338;21.582;15.2735;15.667;102.5277;15.677;30.4413;18.323;#N/A N/A;#N/A N/A;22.2901;20;271.14;20.905;9.4313;14.392;59.5862;19.002;58.2749;14.259;43.4084;22.183;#N/A N/A;#N/A N/A;69.8819;10.899;56.7296;22.686;51.213;17.547
21/08/2018;2.5954;2861.75;3411.66;68.2401;18.593;35.6876;15.362;71.4663;15.89;112.7695;17.109;101.2381;21.502;15.4226;15.504;102.0732;15.253;31.1259;18.33;#N/A N/A;#N/A N/A;22.4238;18.935;270.78;20.514;9.4679;13.765;59.8294;18.58;59.0209;14.419;43.4239;21.852;#N/A N/A;#N/A N/A;69.899;10.531;58.2517;22.333;51.113;17.398
22/08/2018;2.5912;2861.25;3420.18;68.4374;17.686;36.0364;16.164;71.8334;16.33;113.7752;16.244;101.1062;21.658;15.4652;15.504;100.8461;15.516;31.4211;17.96;#N/A N/A;#N/A N/A;21.5388;24.369;272.04;20.343;9.5443;14.358;60.2639;17.894;59.378;13.735;43.3928;22.625;#N/A N/A;#N/A N/A;69.4207;11.191;57.5137;21.8;51.116;16.401
23/08/2018;2.6162;2858;3419.26;68.4374;17.087;36.3315;15.216;72.0002;16.487;113.7752;16.419;101.5019;21.701;15.4262;14.772;101.0279;15.53;31.3612;17.747;#N/A N/A;#N/A N/A;21.0552;22.838;271.36;20.77;9.521;14.068;60.1944;17.884;59.2987;13.566;43.4395;22.244;#N/A N/A;#N/A N/A;69.5574;10.679;57.8366;23.064;51.22;17.069
24/08/2018;2.6202;2876.75;3427.44;68.3223;16.339;36.8009;15.335;71.8334;16.013;113.6838;16.394;101.2758;21.242;15.4439;14.444;101.8005;14.854;31.3355;17.876;#N/A N/A;#N/A N/A;21.1478;21.431;271.23;19.835;9.5144;14.078;60.2986;17.264;59.2828;13.213;43.2836;22.243;#N/A N/A;#N/A N/A;69.5574;10.408;57.6521;22.58;51.379;16.062
27/08/2018;2.6412;2898.5;3456.01;68.7334;16.122;37.1698;15.386;72.8676;15.953;113.5923;17.369;101.7469;20.55;15.5717;14.404;102.255;15.201;31.5794;17.879;#N/A N/A;#N/A N/A;21.3845;21.523;274.17;20.4;9.5543;13.999;61.6019;18.261;59.2193;13.583;43.3928;22.816;#N/A N/A;#N/A N/A;69.6086;10.796;58.8974;21.668;51.803;16.552
28/08/2018;2.6654;2899.25;3447.57;68.3223;16.081;36.754;15.64;72.8009;15.385;113.6381;16.936;102.6513;19.898;15.664;14.821;101.4824;15.049;31.2799;18.073;#N/A N/A;#N/A N/A;21.4771;21.001;279.29;19.508;9.4978;13.54;61.8452;17.98;58.9971;13.496;43.3772;22.908;#N/A N/A;#N/A N/A;69.4037;10.92;58.8512;22.713;52.221;17.542
29/08/2018;2.6755;2914.75;3456.13;68.7334;15.573;36.7875;15.576;73.2347;15.019;114.6437;16.693;103.6876;20.106;15.6888;14.23;102.3913;14.87;31.0146;17.93;#N/A N/A;#N/A N/A;21.3227;21.064;280.42;19.909;9.4911;13.757;61.6888;17.709;59.4733;13.188;43.1588;23.301;#N/A N/A;#N/A N/A;69.6086;10.875;59.8198;21.924;53.001;17.929
30/08/2018;2.6492;2902;3430.99;68.7827;16.164;36.6534;16.234;73.4015;15.133;114.5066;17.077;102.6701;20.801;15.5681;14.908;101.7551;15.082;31.1045;18.137;#N/A N/A;#N/A N/A;21.4565;21.385;280.97;20.518;9.3449;14.431;61.4281;18.226;59.1876;13.671;43.1276;23.391;#N/A N/A;#N/A N/A;69.3695;11.265;58.8974;22.478;53.488;20.423
31/08/2018;2.6269;2902;3392.9;67.8783;16.604;36.1303;16.62;72.4005;15.809;113.6381;17.244;100.1076;22.493;15.4368;15.762;100.6643;15.555;31.7163;19.34;#N/A N/A;#N/A N/A;20.9831;23.292;273.49;22.481;9.2718;14.678;61.0285;18.694;58.4813;13.937;43.1276;23.266;#N/A N/A;#N/A N/A;69.5061;11.3;59.6814;21.798;54.106;22.396
03/09/2018;2.6269;2902;3394.99;67.5166;16.919;36.3113;17.242;72.6675;15.733;113.6381;17.746;101.2758;22.708;15.703;16.101;100.7098;15.935;31.2414;20.857;#N/A N/A;#N/A N/A;20.8493;22.527;273.9;23.227;9.2718;15.049;60.9068;18.833;59.1241;14.65;42.878;25.028;#N/A N/A;#N/A N/A;69.6086;11.632;59.6814;21.798;54.106;22.396
04/09/2018;2.6533;2898.25;3359.36;66.678;17.437;35.9693;17.144;71.0993;17.598;113.2724;17.873;99.0713;24.111;15.6391;15.509;99.8917;16.533;30.9633;21.139;#N/A N/A;#N/A N/A;20.695;22.591;264.3;25.977;9.1987;15.339;59.8468;21.244;58.0527;15.39;41.521;25.306;#N/A N/A;#N/A N/A;68.7545;12.814;58.4361;24.034;54.279;23.599
05/09/2018;2.6493;2888.25;3315.62;65.3296;18.636;35.2315;18.157;70.4654;17.234;110.6668;19.024;97.0364;24.591;15.6178;16.903;96.5741;19.378;31.1302;21.277;#N/A N/A;#N/A N/A;20.4871;23.809;254.83;29.29;9.0657;15.844;59.0127;21.617;57.5765;15.503;40.2576;26.317;#N/A N/A;#N/A N/A;68.2421;13.012;57.9288;24.918;53.925;23.904
